,depth,lat,lon,modtemp,obstemp,time
12291,[  2.   3.   4.   6.   7.   8.  10.  11.  12.  14.],36.838411731999997,-75.867107349999998,"[25.65489, 25.60078, 25.405069, 24.375734, 23.620543, 23.283449, 22.366922, 21.281441, 20.12216, 18.14002]","[ 25.5     25.0012  24.2726  23.4658  23.0061  21.989   21.1235  21.0892
  20.6442  20.61  ]",2012-07-03 16:00:00
12292,[  2.   3.   4.   7.   8.   9.  10.  11.  13.  17.],36.884449921999995,-75.812326720000002,"[26.15337, 26.14912, 26.130497, 23.972525, 22.685862, 21.725523, 20.919188, 19.797758, 18.254286, 17.509687]","[ 25.5     24.8903  24.5761  22.8689  22.5547  21.6917  21.4713  21.0117
  20.81    20.81  ]",2012-07-04 00:00:00
12293,[  2.   6.   7.   8.   9.  11.  12.  13.  15.  19.],36.900884848000004,-75.70446278999998,"[26.15275, 25.183638, 24.742035, 23.897636, 22.710617, 20.693121, 19.65876, 18.523174, 15.945765, 15.465023]","[ 25.22    24.6922  24.4931  24.1829  23.618   21.8401  21.1317  20.8771
  20.6409  20.59  ]",2012-07-04 20:00:00
12294,[  2.   4.   5.   8.   9.  11.  13.  14.  15.  20.],36.897722975000001,-75.725968379999998,"[26.489519, 26.08312, 25.781763, 23.470678, 22.26177, 20.205421, 18.083298, 16.912693, 15.504622, 15.027632]","[ 25.59    25.1128  25.002   24.0958  23.4692  21.8449  21.0688  20.8616
  20.8037  20.77  ]",2012-07-05 00:00:00
12295,[  2.   4.   5.   8.  10.  11.  13.  14.  15.  18.],36.920600860999997,-75.758423530000002,"[25.488832, 25.257399, 24.984514, 21.459307, 18.908216, 17.929688, 16.03574, 15.132001, 14.039797, 13.7515]","[ 24.91    24.91    24.2995  23.2265  22.3533  21.7169  21.4986  21.3099
  21.2359  21.21  ]",2012-07-06 12:00:00
12296,[  2.   3.   4.   7.   9.  10.  11.  12.  13.  21.],36.900231466999998,-75.737280670000004,"[26.372505, 26.288374, 26.13702, 24.842842, 20.851091, 19.332552, 18.181259, 17.031679, 15.868474, 13.348461]","[ 25.78    25.7229  25.4801  24.5662  23.4048  23.0144  22.3052  22.1005
  21.2961  21.02  ]",2012-07-06 16:00:00
12297,[  2.   6.   7.   8.   9.  11.  12.  14.  15.  20.],36.890428489999998,-75.737054889999982,"[27.137367, 25.675676, 24.728683, 23.186945, 21.16531, 18.233091, 17.513739, 16.71447, 16.548569, 16.533182]","[ 26.28    24.9099  24.328   23.8096  22.9579  21.7147  21.4238  21.1328
  21.0482  20.99  ]",2012-07-06 20:00:00
12298,[  2.   3.   5.   6.   8.   9.  10.  11.  12.  17.],36.893285564999999,-75.753873519999999,"[27.676123, 27.633778, 26.480694, 23.525761, 20.580599, 18.951855, 17.56064, 16.300013, 15.583631, 14.535186]","[ 27.34    26.8431  24.7737  24.3019  23.0439  21.962   21.7104  21.2198
  21.094   21.05  ]",2012-07-08 08:00:00
12299,[  2.   3.   4.   5.   6.   7.   8.  10.  13.  19.],36.847937794000003,-75.792824300000007,"[26.796856, 26.783556, 26.755438, 26.669371, 25.111727, 23.01008, 21.369305, 18.475439, 15.278256, 14.407261]","[ 27.18    26.7251  25.951   25.659   24.3282  23.9547  22.7597  21.4492
  20.5733  20.39  ]",2012-07-09 00:00:00
12300,[ 2.  3.  4.  4.  4.  4.  4.  4.  4.  4.],36.868897394000001,-75.83564742999998,"[27.402777, 27.311237, 26.946915, 26.946915, 26.946915, 26.946915, 26.946915, 26.946915, 26.946915, 26.946915]",[ 27.27  26.54  26.54  26.54  26.54  26.54  26.54  26.54  26.54  26.54],2012-07-09 08:00:00
12301,[  2.   4.   5.   7.   8.  10.  11.  12.  14.  17.],36.856002935999996,-75.793557340000007,"[26.471487, 26.355057, 26.070093, 23.292704, 20.429016, 16.032276, 14.368997, 13.947594, 13.596541, 13.613519]","[ 27.      26.453   26.4267  25.1614  24.074   22.6308  21.6753  21.1547
  20.5088  20.41  ]",2012-07-10 16:00:00
12302,[  2.   5.   7.   8.   9.  10.  12.  13.  15.  18.],36.863025745999998,-75.798712510000001,"[26.327217, 26.225855, 24.287447, 21.831253, 18.439457, 16.328146, 13.554496, 13.217737, 13.312942, 13.34229]","[ 26.59    26.3436  25.666   24.7728  24.2184  23.4484  21.391   20.9351
  20.547   20.43  ]",2012-07-10 20:00:00
12303,[  2.   3.   4.   6.   7.   8.  10.  11.  13.  16.],36.835733505,-75.883316769999979,"[26.524206, 26.555435, 26.475264, 24.289894, 21.283829, 19.246365, 16.832809, 15.943232, 14.616689, 14.462124]","[ 26.29    26.1388  25.8202  25.6744  24.8482  23.131   21.6514  21.2248
  20.89    20.89  ]",2012-07-11 04:00:00
12304,[  2.   4.   5.   7.   8.   9.  10.  13.  15.  15.],36.810295119000003,-75.844604599999982,"[25.424, 25.426744, 25.355188, 23.024149, 21.37846, 19.133589, 17.984488, 15.464181, 15.373034, 15.373034]","[ 26.1     25.7055  25.2321  23.6436  22.9598  22.3654  21.9288  21.0872
  20.84    20.84  ]",2012-07-11 12:00:00
12305,[  2.   5.   6.   7.   9.  10.  11.  13.  15.  18.],36.821571744000003,-75.805339270000005,"[25.328054, 25.295282, 25.230463, 24.711628, 21.556623, 19.086853, 17.388311, 15.536633, 15.313995, 15.041279]","[ 25.93    25.8511  25.2497  24.4954  22.9326  22.4494  21.8677  21.2317
  21.074   21.    ]",2012-07-11 20:00:00
12306,[  2.   5.   6.   7.   8.   9.  11.  14.  15.  16.],36.805273288000002,-75.863370669999981,"[24.814981, 24.81562, 24.776569, 23.956623, 22.67411, 19.506704, 17.292423, 17.416306, 17.385519, 17.385519]","[ 25.24    25.1133  24.7886  24.1035  23.1254  22.6739  22.0997  21.6522
  21.3552  21.28  ]",2012-07-12 04:00:00
12307,[  2.   3.   4.   5.   6.   8.   9.  11.  14.  16.],36.802542594000002,-75.865119399999998,"[24.702147, 24.704683, 24.706167, 24.70727, 24.686462, 23.899363, 22.827288, 18.846251, 17.699631, 17.62159]","[ 25.07    25.07    24.957   24.597   23.9616  23.658   22.9767  22.3554
  21.54    21.54  ]",2012-07-12 08:00:00
12309,[  2.   7.   8.   9.  10.  11.  12.  13.  15.  20.],36.852719895,-75.758980679999979,"[25.676058, 25.543509, 25.19775, 24.463699, 23.287083, 21.044407, 18.273344, 16.686115, 16.069056, 16.60075]","[ 25.82    25.7371  25.6128  25.3072  24.4991  22.971   21.6346  21.2875
  20.899   20.64  ]",2012-07-13 00:00:00
12311,[  2.   8.   9.  10.  11.  13.  15.  16.  18.  21.],36.899547449000003,-75.727936599999978,"[25.169117, 24.51343, 23.953655, 22.758968, 21.097107, 18.614519, 17.824316, 17.413738, 17.303736, 17.303736]","[ 26.15    25.8385  25.6484  25.131   24.0169  22.0686  21.53    21.0337
  21.0126  20.87  ]",2012-07-13 20:00:00
12313,[  2.   3.   4.   5.   7.   8.   9.  10.  11.  12.],36.931969463999998,-75.787761399999994,"[26.147465, 26.087349, 25.761042, 25.279285, 24.292574, 23.688522, 22.713144, 21.702293, 20.910727, 19.169207]","[ 26.36    26.1832  26.0861  25.9392  25.7524  25.5483  25.0901  24.368
  24.0742  23.87  ]",2012-07-15 08:00:00
12314,[  2.   3.   6.   7.   9.  11.  12.  13.  15.  20.],36.919970116000002,-75.701183799999981,"[26.859259, 26.808365, 26.091522, 25.747532, 22.920242, 18.7201, 17.074183, 16.007175, 14.791747, 14.790238]","[ 26.9     26.4444  25.88    25.5128  24.3636  22.31    21.4804  21.0044
  20.5216  20.1   ]",2012-07-16 00:00:00
12315,[  2.   3.   5.   6.   8.   9.  11.  12.  15.  22.],36.869758994999998,-75.702397869999999,"[27.788, 27.786232, 27.731813, 27.631659, 27.131285, 25.861914, 20.290287, 18.760969, 16.844202, 16.193495]","[ 26.28    26.1314  25.2091  25.042   24.2373  23.5316  21.7118  21.0804
  20.2571  20.09  ]",2012-07-16 16:00:00
12316,[  2.   3.   8.   9.  11.  12.  13.  14.  15.  23.],36.859846699000002,-75.712329339999982,"[28.169209, 28.173201, 26.709257, 25.049829, 20.674667, 19.012877, 17.932507, 17.298956, 17.081436, 16.801651]","[ 26.66    26.5554  25.1166  24.5018  22.2978  21.7354  20.7609  20.7348
  20.3489  20.12  ]",2012-07-16 20:00:00
12318,[  2.   4.   5.   6.   7.   8.   9.  10.  11.  18.],36.811715238000005,-75.78532405,"[27.303486, 27.284826, 27.249548, 27.151264, 26.357222, 24.652473, 22.416492, 20.75411, 20.281363, 19.656555]","[ 26.62    25.96    25.3649  24.0286  23.136   21.9295  21.5671  21.3561
  21.2695  21.21  ]",2012-07-19 16:00:00
12319,[  2.   6.  11.  12.  13.  14.  15.  16.  20.  26.],36.917507755999999,-75.481206630000003,"[23.949917, 23.953785, 23.949224, 23.932787, 23.76112, 23.474586, 22.271254, 21.325716, 16.797596, 16.173151]","[ 23.95    23.8622  23.4888  23.2253  22.3982  21.1025  20.3852  19.2066
  17.6914  16.63  ]",2013-08-31 08:00:00
12320,[  2.   4.   9.  11.  12.  13.  16.  22.  26.  30.],36.927057394999999,-75.439629839999981,"[25.044638, 25.04467, 24.960133, 24.505917, 24.260796, 23.912371, 22.344992, 16.172985, 15.135818, 15.135818]","[ 24.99    24.3206  23.9312  23.2132  22.5925  20.8765  17.0186  14.0127
  12.82    12.82  ]",2013-09-02 20:00:00
12321,[  2.  10.  12.  14.  15.  16.  18.  20.  23.  31.],36.983119785,-75.419142669999999,"[24.782642, 24.745115, 23.995949, 23.165184, 22.317953, 21.700735, 19.157309, 17.367949, 13.595021, 12.522422]","[ 25.47    24.075   23.3512  20.864   18.2846  16.9028  14.942   13.7444
  12.8232  12.31  ]",2013-09-03 12:00:00
12322,[  2.   6.  10.  13.  14.  17.  21.  23.  26.  31.],36.962962732000001,-75.339704549999979,"[25.182459, 25.186586, 24.934118, 23.452887, 22.595606, 20.30015, 14.700936, 13.592566, 11.542511, 11.374262]","[ 25.47    24.4891  24.0206  22.8202  21.6782  16.1004  12.2647  11.562
  10.991   10.83  ]",2013-09-04 00:00:00
12323,[  2.  10.  11.  12.  14.  16.  18.  19.  24.  27.],36.791999265000001,-75.357457740000001,"[24.839781, 24.39188, 24.105312, 23.567001, 21.942215, 19.685266, 16.935143, 16.094254, 12.852254, 12.864096]","[ 24.95    23.8976  23.3523  22.1097  18.6227  15.8965  13.9057  13.5126
  13.259   12.27  ]",2013-09-04 20:00:00
12324,[  2.  11.  14.  15.  16.  18.  19.  20.  21.  27.],36.882887181999997,-75.536198299999981,"[25.630917, 24.166214, 22.167797, 21.083065, 20.44767, 17.870426, 17.282177, 15.927812, 15.631262, 15.631262]","[ 25.39    24.1657  23.08    22.3985  21.2204  18.5408  17.4089  15.4686
  14.6023  13.84  ]",2013-09-06 00:00:00
12325,[ 2.  3.  4.  5.  6.  7.  8.  9.  9.],36.979097028000005,-75.528988580000004,"[24.64465, 24.646093, 24.648287, 24.649212, 24.650946, 24.652617, 24.653406, 24.654837, 24.654837]","[ 24.5655  24.56    24.56    24.5655  24.5845  24.6229  24.6535  24.6687
  24.67  ]",2013-09-07 04:00:00
12326,[  2.   6.  10.  11.  13.  17.  19.  24.  26.  26.],37.031245474999999,-75.539877340000004,"[24.714182, 24.718353, 24.414642, 24.314074, 22.736145, 18.366049, 16.590618, 16.064695, 16.064695, 16.064695]","[ 24.38    24.3072  23.9432  23.6247  20.6308  17.5277  16.3083  15.917
  15.28    15.28  ]",2013-09-08 00:00:00
12327,[  2.  10.  12.  14.  17.  20.  22.  24.  25.  26.],37.058553660999998,-75.54786593999998,"[24.417356, 24.433098, 23.99662, 22.257406, 19.231098, 16.464497, 14.903322, 14.789586, 14.789586, 14.789586]","[ 24.43    24.2628  23.9033  22.7831  19.7066  17.5748  16.7555  16.6218
  16.1285  16.07  ]",2013-09-08 04:00:00
12328,[  2.  10.  12.  13.  16.  19.  20.  22.  23.  32.],37.054631121999996,-75.455282330000003,"[24.821978, 24.378208, 24.273573, 24.122095, 21.68717, 19.010988, 17.618208, 16.088987, 14.283426, 13.546219]","[ 24.51    23.9364  23.5182  22.6817  17.7105  14.9859  14.3406  13.9104
  12.9305  12.56  ]",2013-09-08 20:00:00
12329,[  2.  12.  14.  17.  18.  19.  22.  24.  25.  28.],37.007358955000001,-75.517064289999979,"[24.842335, 24.130108, 22.198505, 19.61253, 18.222063, 17.448872, 14.122722, 14.110515, 14.110515, 14.110515]","[ 24.47    24.0448  22.4609  18.0495  16.8802  16.168   15.3388  15.2538
  14.1695  13.84  ]",2013-09-09 16:00:00
12330,[  2.   8.  11.  13.  15.  16.  20.  23.  24.  26.],36.978413078999999,-75.50362201999998,"[25.153187, 25.065617, 24.397459, 23.648762, 21.961479, 20.678539, 16.1373, 14.451442, 14.451442, 14.451442]","[ 24.51    24.354   23.8958  21.9848  18.465   17.6948  15.8228  15.2475
  14.7893  14.76  ]",2013-09-09 20:00:00
12331,[ 2.  3.  4.  6.  7.  7.  7.  7.  7.  7.],36.957787095999997,-75.479708160000001,"[24.778978, 24.780333, 24.780834, 24.781883, 24.781391, 24.781391, 24.781391, 24.781391, 24.781391, 24.781391]","[ 24.53    24.5482  24.57    24.57    24.5681  24.5681  24.5681  24.5681
  24.5681  24.5681]",2013-09-10 04:00:00
12332,[ 2.  3.  5.  6.  6.],36.937328219000001,-75.453940360000004,"[24.69965, 24.700794, 24.701824, 24.702066, 24.702066]",[ 24.4576  24.46    24.46    24.4565  24.44  ],2013-09-10 08:00:00
12333,[  2.   9.  11.  12.  14.  15.  17.  19.  22.  29.],36.893489256000002,-75.438611510000001,"[25.240273, 24.82501, 24.300791, 24.191198, 23.829945, 23.023014, 21.660872, 19.416786, 15.268249, 13.64412]","[ 24.7     24.3653  24.041   23.5912  21.949   20.0558  16.8236  15.2232
  14.6061  14.24  ]",2013-09-10 20:00:00
12334,[  2.  11.  13.  14.  15.  17.  18.  19.  24.  28.],36.929681213999999,-75.484495219999999,"[25.10578, 24.70694, 24.04851, 23.821304, 23.234121, 21.558325, 20.870939, 19.389406, 14.361981, 14.361981]","[ 24.78    24.481   23.3916  22.4304  21.1702  17.6992  16.5244  15.937
  14.5592  14.1   ]",2013-09-11 16:00:00
12335,[  2.  13.  14.  15.  16.  17.  18.  19.  22.  26.],36.964602616999997,-75.494284550000003,"[25.341579, 25.121523, 24.920353, 24.361786, 23.994583, 22.891256, 22.19776, 20.629995, 15.77554, 14.590614]","[ 25.1    24.407  23.67   22.163  21.041  18.236  16.597  15.651  14.529
  14.1  ]",2013-09-12 12:00:00
12336,[  2.   9.  13.  14.  15.  16.  17.  18.  23.  26.],36.960659190999998,-75.435312060000001,"[25.534052, 25.534328, 24.538998, 24.248392, 23.766739, 23.373671, 22.831108, 21.382719, 14.75688, 12.943591]","[ 25.24    24.8486  24.1271  23.1731  21.5465  19.1861  17.5596  16.4099
  13.3891  13.01  ]",2013-09-13 00:00:00
12337,[  2.  13.  14.  15.  17.  19.  21.  22.  24.  25.],36.909464368999998,-75.510439660000003,"[24.513729, 24.406815, 24.307041, 23.936205, 21.988529, 19.355284, 15.944277, 14.831885, 13.974591, 13.974591]",[ 24.68  24.32  23.73  21.3   19.03  17.42  16.09  15.85  14.68  14.68],2013-09-14 16:00:00
12338,[  2.   7.  11.  12.  13.  15.  16.  20.  22.  26.],36.925276539999999,-75.502570009999999,"[24.558485, 24.567133, 24.532955, 24.495186, 24.327925, 23.63928, 23.206736, 18.567223, 14.827317, 14.085442]","[ 24.64    24.5979  24.2609  23.5975  22.4919  18.0272  16.8689  14.4785
  14.11    14.1416]",2013-09-14 20:00:00
12339,[  2.  11.  12.  14.  15.  16.  18.  20.  23.  25.],36.943151813,-75.447403879999982,"[23.707384, 23.603317, 23.629522, 23.106886, 22.464525, 22.132782, 20.123228, 17.380909, 13.55404, 13.075638]","[ 24.29    24.1671  23.563   19.9482  18.6273  18.2586  16.098   14.8897
  14.0807  14.05  ]",2013-09-15 16:00:00
12340,[  2.  10.  12.  14.  15.  16.  17.  20.  24.  28.],36.998567388000005,-75.485769300000001,"[23.476439, 23.480827, 23.481369, 23.358217, 22.840578, 22.590219, 22.242998, 17.858418, 13.482638, 13.40994]","[ 24.1699  24.21    23.7691  18.9395  17.206   16.0337  15.5227  14.5006
  14.2201  14.19  ]",2013-09-16 12:00:00
12341,[ 2.  6.  7.  8.],36.937755867,-75.491249109999998,"[23.777777, 23.783962, 23.79039, 23.792072]",[ 24.37  24.37  24.37  24.37],2013-09-17 04:00:00
12342,[  2.  13.  15.  16.  17.  19.  20.  21.  22.  23.],36.934140706000001,-75.453416970000006,"[22.872292, 22.891966, 22.687283, 22.437389, 22.003483, 19.352041, 17.547104, 16.478727, 14.708449, 14.539439]","[ 23.3     23.242   23.068   22.4735  20.7117  18.776   18.1235  16.8402
  16.1587  16.05  ]",2013-09-18 00:00:00
12343,[  2.  11.  13.  14.  15.  16.  17.  22.  23.  26.],36.973359014000003,-75.526250500000003,"[22.061508, 22.063906, 22.065962, 22.073069, 22.031309, 21.606514, 21.099945, 18.083406, 18.041718, 18.041718]","[ 22.7732  22.85    22.5092  21.698   20.6468  19.1972  18.8948  18.4052
  18.1028  18.05  ]",2013-09-19 08:00:00
12360,[  2.   3.   5.   6.   7.   8.   9.  12.  13.  14.],38.081090072999999,-74.330958870000003,"[22.546497, 22.547239, 22.547966, 22.548473, 22.54895, 22.549452, 22.549965, 22.551264, 22.552233, 22.552776]","[ 22.99    22.9866  22.9825  22.9825  22.979   22.979   22.9782  22.9682
  22.9616  22.96  ]",2012-09-20 04:00:00
12361,[  2.  19.  21.  25.  27.  28.  29.  38.  50.  58.],38.018294411999996,-74.381621809999999,"[22.498152, 22.419817, 22.406118, 22.391212, 22.335247, 22.335247, 21.867716, 14.849556, 10.674202, 10.617536]","[ 22.84    22.072   21.4016  18.671   16.2818  16.0014  14.8068  11.4545
  10.65    11.1742]",2012-09-20 16:00:00
12362,[  2.  14.  18.  19.  20.  21.  22.  23.  28.  54.],38.020879004999998,-74.376322200000004,"[22.747511, 22.755701, 22.75671, 22.75671, 22.756887, 22.757027, 22.757027, 22.756565, 22.653646, 11.426773]","[ 22.43    21.841   19.658   17.81    17.6714  16.0775  15.9967  14.7262
  12.1852  10.88  ]",2012-09-23 16:00:00
12363,[ 2.  4.  5.  6.  7.  7.  7.  7.  7.  7.],37.969990596999999,-74.40603197999998,"[22.353165, 22.355232, 22.356627, 22.357458, 22.357458, 22.357458, 22.357458, 22.357458, 22.357458, 22.357458]","[ 22.46   22.46   22.452  22.452  22.45   22.45   22.45   22.45   22.45
  22.45 ]",2012-09-24 08:00:00
12364,[  2.  15.  17.  18.  19.  22.  25.  29.  36.  56.],37.957516023000004,-74.406277950000003,"[22.312662, 22.317078, 22.31752, 22.317997, 22.317997, 22.318953, 22.319639, 21.98205, 17.092834, 11.548926]","[ 22.38    21.8093  20.5965  18.3612  18.1828  15.3292  14.4969  11.465
  10.49    10.49  ]",2012-09-24 12:00:00
12365,[  2.  18.  23.  26.  27.  29.  30.  34.  46.  55.],37.950945394000001,-74.444041540000001,"[22.132736, 22.143732, 22.145342, 22.148705, 22.115732, 21.843258, 21.131119, 18.673309, 11.853871, 11.585551]","[ 22.1863  22.28    19.7975  17.3618  15.8863  15.0198  13.7317  12.1743
  10.7925  10.57  ]",2012-09-26 00:00:00
12366,[  2.  19.  23.  25.  26.  29.  32.  33.  42.  52.],38.012173685,-74.418059110000002,"[21.710209, 21.715103, 21.717155, 21.72534, 21.662529, 20.932573, 18.938549, 17.753252, 11.55524, 11.514116]","[ 21.86    21.4308  19.7462  17.8148  17.8148  14.907   14.0271  12.6859
  11.13    11.1622]",2012-09-26 12:00:00
12382,[  2.   8.  13.  16.  18.  23.  26.  29.  30.  48.],37.120924985999999,-74.920534669999981,"[21.324455, 21.32653, 21.288036, 21.152166, 21.014566, 19.72784, 16.66465, 14.413231, 14.413231, 7.4408522]","[ 20.22    19.6085  17.542   15.3902  14.7556  14.237   13.2927  13.0528
  12.658   12.48  ]",2012-06-03 20:00:00
12383,[  2.  13.  17.  18.  19.  20.  23.  26.  31.  49.],37.172368880000001,-74.91752418999998,"[21.128592, 21.136242, 20.886354, 20.726099, 20.419338, 20.419338, 16.616922, 14.183553, 10.684421, 7.7106123]","[ 20.35    18.0023  16.08    15.1475  14.9594  14.1577  13.7733  12.6772
  12.26    12.17  ]",2012-06-04 00:00:00
12384,[ 2.  3.  4.  5.  6.  7.  8.  8.  8.  8.],37.131107236999995,-74.834387699999979,"[20.700037, 20.701199, 20.701199, 20.702112, 20.702911, 20.702911, 20.703665, 20.703665, 20.703665, 20.703665]","[ 19.94    19.94    19.9258  19.7866  19.6028  19.377   19.23    19.23
  19.23    19.23  ]",2012-06-04 08:00:00
12385,[  2.   8.   9.  13.  15.  16.  19.  23.  49.  63.],37.100762373999999,-74.878265859999999,"[20.624716, 20.625587, 20.625435, 20.624149, 20.62368, 20.624413, 20.183767, 18.682407, 6.8086076, 6.7729678]","[ 19.85    19.0574  18.5174  18.3432  14.6501  13.8662  11.8194  11.14
  11.14    12.2288]",2012-06-04 12:00:00
12435,[  2.   5.   6.   7.   8.   9.  16.  18.  19.  20.],36.810735624000003,-75.767826450000001,"[28.66164, 28.603731, 28.375961, 27.305887, 25.409275, 22.771601, 19.799166, 19.800924, 19.800924, 19.800924]","[ 27.09    26.2699  25.5888  24.7131  22.9686  21.801   21.0365  20.6821
  20.1608  20.14  ]",2012-07-19 20:00:00
12436,[  2.   3.   4.   6.   7.   9.  10.  11.  12.  17.],36.830538033000003,-75.818790190000001,"[26.330887, 26.324022, 26.309671, 25.901569, 22.550789, 19.236717, 18.750111, 18.797346, 18.890974, 18.978491]","[ 26.4     25.9363  25.0382  22.5317  21.7451  21.2638  21.1933  20.9644
  20.847   20.53  ]",2012-07-20 12:00:00
12437,[  2.   3.   4.   5.   6.   7.  10.  12.  14.  18.],36.836844224000004,-75.777021480000002,"[26.826143, 26.825035, 26.821154, 26.810448, 26.787418, 26.715363, 21.567757, 17.660643, 16.526411, 16.262341]","[ 26.03    25.7449  24.9608  23.613   23.1529  22.0902  20.6127  19.9258
  19.6472  19.55  ]",2012-07-20 16:00:00
12438,[  2.   3.   5.   6.   7.   8.   9.  12.  16.  17.],36.825069462999998,-75.854936769999981,"[26.718885, 26.750273, 26.773645, 26.753529, 26.173574, 25.003868, 21.353346, 18.683599, 18.623018, 18.623018]","[ 26.53    26.0858  24.5742  22.9896  21.7166  21.2724  21.1199  20.258
  20.079   19.9   ]",2012-07-21 04:00:00
12439,[  2.   3.   4.   5.   6.   9.  10.  13.  14.  14.],36.817287714999999,-75.893445580000005,"[25.059303, 25.075251, 25.038521, 24.698706, 23.402077, 20.729427, 20.717056, 20.717056, 20.717056, 20.717056]","[ 25.94    24.4009  23.2054  21.555   21.25    21.192   21.1726  21.1339
  21.1     21.1   ]",2012-07-21 08:00:00
12440,[  2.   5.   8.   9.  10.  11.  12.  14.  19.  23.],36.872960745999997,-75.707654840000004,"[27.129152, 27.103992, 26.759565, 26.099827, 24.353971, 22.187519, 20.206314, 18.260082, 15.967464, 15.967464]","[ 26.29    25.6784  23.5835  22.2899  21.7908  20.9121  20.5535  19.9982
  19.2811  19.26  ]",2012-07-23 16:00:00
12441,[  2.   3.   5.   6.   8.   9.  10.  12.  19.  21.],36.893532943000004,-75.723668790000005,"[26.558702, 26.559118, 26.520584, 26.20063, 23.386557, 20.950884, 19.387575, 17.647158, 16.745413, 16.745413]","[ 25.4     25.4     24.1866  23.0779  21.9743  21.6239  21.0696  20.6198
  20.17    20.17  ]",2012-07-24 08:00:00
12443,[  2.   3.   7.  10.  11.  13.  14.  15.  19.  21.],36.852080856000001,-75.749005679999982,"[27.019934, 27.022596, 26.892609, 25.354874, 24.378622, 21.608166, 20.50857, 20.156902, 18.664335, 18.664335]","[ 25.9     25.4392  25.0044  24.2905  23.4792  21.1104  20.2472  19.8124
  19.41    19.41  ]",2012-07-25 20:00:00
12444,[  2.   3.   5.   7.   8.   9.  10.  12.  14.  20.],36.855441159999998,-75.771723919999999,"[26.965677, 26.964527, 26.945938, 26.209959, 25.602768, 24.186361, 21.252298, 18.270477, 17.936392, 17.919161]","[ 25.77    25.4584  25.1896  24.4014  23.3016  22.6539  21.1875  20.0144
  19.7761  19.66  ]",2012-07-27 00:00:00
12445,[  2.   3.   4.   6.   7.   8.  11.  12.  15.  20.],36.807334263999998,-75.768342509999982,"[27.095762, 26.897829, 26.496523, 25.252068, 24.297226, 23.38386, 20.532438, 19.693659, 17.627914, 17.654364]","[ 26.43    26.4006  26.0552  24.7248  23.6297  22.2185  19.9105  19.6533
  19.3078  19.08  ]",2012-07-28 04:00:00
12446,[  2.   4.   7.   8.   9.  10.  12.  13.  15.  20.],36.809607573999997,-75.779790779999999,"[26.956192, 26.685263, 24.926619, 24.348885, 23.506441, 22.505171, 20.313877, 18.478024, 17.28751, 17.42079]","[ 26.1     25.9088  24.8365  22.9924  22.2411  21.0595  19.912   19.5637
  19.3725  19.27  ]",2012-07-28 12:00:00
12449,[  2.   4.   5.   6.   7.   8.  10.  11.  12.  18.],36.802660359000001,-75.812739500000006,"[27.11974, 27.10228, 27.037573, 26.804224, 26.628021, 25.860432, 22.699972, 21.400307, 20.427853, 17.490341]","[ 25.94    25.4395  25.0174  23.6908  23.0034  21.7492  20.6879  20.3321
  20.121   19.91  ]",2012-08-02 20:00:00
12562,[ 2.  3.  4.  4.  4.  4.  4.  4.  4.  4.],37.317841782999999,-74.78897440999998,"[20.305435, 20.307356, 20.307356, 20.307356, 20.307356, 20.307356, 20.307356, 20.307356, 20.307356, 20.307356]","[ 19.59    19.4032  19.31    19.31    19.31    19.31    19.31    19.31
  19.31    19.31  ]",2012-06-03 04:00:00
12563,[ 2.  3.  4.  4.  4.  4.  4.  4.  4.  4.],37.258957303000003,-74.767768750000002,"[20.427025, 20.427687, 20.427687, 20.427687, 20.427687, 20.427687, 20.427687, 20.427687, 20.427687, 20.427687]","[ 19.7     19.5996  19.35    19.35    19.35    19.35    19.35    19.35
  19.35    19.35  ]",2012-06-03 08:00:00
12564,[  2.   4.   5.   6.   7.   8.   9.  10.  11.  11.],37.172325510999997,-74.863184889999999,"[20.762354, 20.763885, 20.764297, 20.763729, 20.761801, 20.761801, 20.757587, 20.749329, 20.733776, 20.733776]","[ 20.37    20.37    20.3508  20.3095  20.2193  20.0455  19.8766  19.5905
  19.41    19.41  ]",2012-06-03 20:00:00
12565,[  2.   6.   7.   8.   9.  10.  11.  12.  13.  14.],37.209980458000004,-74.856573929999982,"[20.810295, 20.814384, 20.81661, 20.81661, 20.81749, 20.818069, 20.818825, 20.818825, 20.819321, 20.812763]","[ 20.6     19.5268  19.412   19.412   19.2873  19.115   19.0457  18.8913
  18.6655  18.62  ]",2012-06-04 00:00:00
12566,[ 2.  4.  5.  6.  7.  7.],37.148714060000003,-74.77273615999998,"[21.0646, 21.065863, 21.067007, 21.067007, 21.067007, 21.067007]",[ 19.57   19.57   19.141  18.129  17.283  17.2  ],2012-06-04 08:00:00
12567,[  2.   6.   9.  13.  19.  21.  45.  51.  55.  63.],37.126407101999995,-74.840306420000005,"[20.624716, 20.625626, 20.625435, 20.624149, 20.183767, 19.567291, 6.9733982, 6.7729678, 6.7729678, 6.7729678]","[ 19.76    19.5119  18.05    17.3589  11.662   10.962   10.9     11.3164
  12.9112  13.053 ]",2012-06-04 12:00:00
12568,[  2.   7.  13.  16.  23.  28.  31.  32.  36.  53.],37.171484550999999,-74.908372220000004,"[20.949345, 20.946053, 20.844915, 20.730335, 16.111984, 12.32737, 10.606211, 9.863739, 8.0786219, 7.7405205]","[ 20.6     20.2976  18.8528  18.6176  16.0808  15.4592  14.468   13.6448
  12.7208  12.2   ]",2012-06-04 20:00:00
