,depth,lat,lon,modtemp,obstemp,time
5455,[ 2.  3.  5.  6.  7.  8.  9.  9.  9.  9.],39.089479328000003,-73.471426780000002,"[26.133812, 26.134808, 26.135696, 26.136517, 26.136517, 26.137299, 26.138054, 26.138054, 26.138054, 26.138054]","[ 26.1038  26.1     26.1     26.1047  26.1143  26.12    26.12    26.12
  26.12    26.12  ]",2012-08-19 08:00:00
5457,[ 2.  4.  5.  6.  7.  8.  8.  8.  8.  8.],39.086676691999998,-73.497923,"[26.057455, 26.059776, 26.061909, 26.063953, 26.063953, 26.065779, 26.065779, 26.065779, 26.065779, 26.065779]","[ 26.01    26.01    26.0062  26.      25.9912  25.98    25.98    25.98
  25.98    25.98  ]",2012-08-20 08:00:00
5458,[ 2.  4.  5.  6.  7.  8.  8.],39.108591404999999,-73.484488999999982,"[24.766674, 24.767689, 24.768536, 24.769293, 24.769293, 24.769985, 24.769985]",[ 25.72    25.72    25.7005  25.6913  25.6867  25.68    25.68  ],2012-08-22 08:00:00
5459,[  2.  12.  16.  20.  22.  28.  29.  30.  40.  56.],39.085012814000002,-73.448401880000006,"[24.753914, 24.758121, 24.75946, 24.727972, 24.482973, 20.931902, 18.122372, 15.529221, 10.32616, 9.3003483]","[ 25.76    25.4382  23.797   19.7584  16.4761  14.0143  12.0031  11.5525
   9.67     9.7826]",2012-08-23 08:00:00
5461,[ 2.  3.  6.  7.  8.  8.  8.  8.  8.  8.],39.022396589000003,-73.54635184,"[24.925188, 24.92621, 24.927893, 24.928642, 24.928642, 24.928642, 24.928642, 24.928642, 24.928642, 24.928642]",[ 25.73  25.73  25.73  25.73  25.73  25.73  25.73  25.73  25.73  25.73],2012-08-24 04:00:00
5462,[ 2.  4.  5.  6.  8.  9.  9.  9.  9.  9.],39.020668370999999,-73.55997619999998,"[24.822701, 24.824699, 24.826633, 24.829777, 24.8314, 24.832197, 24.832197, 24.832197, 24.832197, 24.832197]",[ 25.66  25.66  25.66  25.66  25.66  25.66  25.66  25.66  25.66  25.66],2012-08-24 08:00:00
5463,[  2.  12.  14.  16.  17.  18.  19.  25.  32.  53.],39.023948473000004,-73.547270839999982,"[24.68066, 24.688257, 24.689362, 24.689873, 24.690931, 24.693768, 24.693768, 22.674532, 13.910713, 9.5529213]","[ 25.58    25.2494  24.3402  23.1005  21.1004  20.5218  18.8358  13.2486
  10.2732   9.05  ]",2012-08-24 12:00:00
5468,[  2.  14.  18.  19.  21.  22.  30.  31.  40.  55.],38.910640119999997,-73.545872610000004,"[25.693644, 25.43502, 25.289436, 25.25983, 25.179241, 24.837276, 17.759974, 16.562605, 11.748886, 9.5526705]","[ 25.16    24.2833  20.3939  18.5927  17.1581  14.8309  11.4038  10.5271
   9.3953   9.22  ]",2012-09-04 16:00:00
5469,[  2.   3.   4.   6.   7.   9.  10.  11.  12.  13.],38.987004650000003,-73.551024229999982,"[25.098553, 25.097544, 25.097544, 25.095558, 25.095558, 25.093174, 25.093174, 25.091629, 25.089752, 25.08758]","[ 25.48    25.494   25.5     25.5     25.499   25.499   25.498   25.498
  25.4969  25.4969]",2012-09-06 04:00:00
5470,[  2.  14.  21.  24.  29.  30.  31.  32.  36.  51.],38.980082144999997,-73.521855430000002,"[25.131159, 25.086739, 24.968399, 23.14399, 15.184286, 15.184286, 14.034057, 13.119943, 11.790354, 9.4411907]","[ 25.31    25.185   23.9511  21.6862  13.3607  12.9858  11.5175  10.9084
  10.1742   9.69  ]",2012-09-06 12:00:00
5473,[  2.  15.  17.  18.  19.  20.  22.  24.  28.  55.],38.940105639999999,-73.54590709999998,"[24.25182, 24.264063, 24.26548, 24.26862, 24.276239, 24.276239, 24.174713, 23.556931, 16.215158, 9.4340477]","[ 24.98    23.7882  21.9768  19.3073  18.9259  15.8115  15.2553  12.3157
  10.393    9.09  ]",2012-09-10 00:00:00
5475,[  2.  12.  18.  19.  21.  25.  26.  31.  36.  47.],38.939397179000004,-73.575905340000006,"[23.892193, 23.897671, 23.893223, 23.893223, 23.86507, 21.433203, 18.930433, 13.516538, 11.111832, 9.5575905]","[ 24.47    24.2911  23.2921  21.2494  20.1908  15.5687  15.3451  11.1852
   9.9626   9.56  ]",2012-09-10 16:00:00
5476,[  2.  18.  20.  23.  24.  28.  31.  37.  41.  51.],38.912621635999997,-73.56720301,"[23.90299, 23.917034, 23.919106, 24.001781, 23.953999, 16.70867, 14.200991, 11.593633, 10.432375, 9.8328562]","[ 24.25    23.9506  21.9596  21.6003  19.1303  18.7261  14.9087  10.5674
   9.7441   9.28  ]",2012-09-11 12:00:00
5477,[  2.  10.  13.  16.  17.  18.  20.  28.  37.  52.],38.928290765,-73.56240622,"[23.912861, 23.918488, 23.919476, 23.918379, 23.918379, 23.917116, 23.915247, 17.413168, 11.912311, 9.8387117]","[ 23.65    23.2507  22.1384  19.3863  17.7749  17.7178  15.3649  10.5593
   9.6609   9.39  ]",2012-09-11 16:00:00
5478,[ 2.  3.  4.  4.  4.  4.  4.  4.  4.  4.],38.914962340999999,-73.549919740000007,"[23.717093, 23.717884, 23.717884, 23.717884, 23.717884, 23.717884, 23.717884, 23.717884, 23.717884, 23.717884]",[ 23.57  23.57  23.58  23.58  23.58  23.58  23.58  23.58  23.58  23.58],2012-09-12 08:00:00
5480,[  2.  15.  20.  23.  24.  25.  26.  28.  32.  59.],38.856223059000001,-73.585709050000006,"[22.187254, 21.697023, 21.613163, 21.555126, 21.223591, 21.223591, 20.194109, 18.381882, 13.699345, 10.740081]","[ 21.25    21.1113  20.1518  17.6202  17.6202  15.6203  15.4469  12.765
  10.7766   9.69  ]",2012-09-28 00:00:00
5481,[  2.   3.   4.   5.   6.   7.   8.   9.  10.  10.],38.850053451999997,-73.591530849999998,"[21.436567, 21.437727, 21.437727, 21.43862, 21.439365, 21.439365, 21.440025, 21.440626, 21.441189, 21.441189]","[ 21.72    21.7296  21.7341  21.7504  21.7688  21.77    21.77    21.7688
  21.758   21.7535]",2012-09-29 08:00:00
5486,[  2.  10.  12.  15.  16.  19.  25.  37.  44.  58.],38.698219917999999,-73.727522870000001,"[25.187527, 25.143681, 25.078966, 24.865162, 24.865162, 24.328241, 21.067303, 8.8779526, 7.9518905, 7.9018703]","[ 24.71    23.3571  21.771   17.5725  16.6551  14.4625  12.0212   9.7042
   9.2688   9.16  ]",2012-07-28 20:00:00
5487,[  2.   7.   9.  11.  14.  15.  16.  25.  34.  55.],38.602779530999996,-73.881169229999998,"[24.90123, 24.903339, 24.901592, 24.898262, 24.870766, 24.81354, 24.81354, 16.602215, 9.5322561, 7.9583321]","[ 24.47    23.8188  22.9604  21.2732  17.3808  16.922   15.4716  11.52
  10.41     9.67  ]",2012-07-29 16:00:00
5489,[  2.  11.  14.  17.  18.  21.  24.  26.  28.  45.],38.844191760000001,-73.988579000000001,"[24.766174, 24.743786, 24.682926, 24.069899, 23.004232, 19.458078, 13.569465, 11.608373, 10.908407, 9.0873184]","[ 24.95    24.3255  23.2587  19.1736  17.4953  14.6331  12.9548  12.4474
  12.2913  11.94  ]",2012-07-31 16:00:00
5493,[  2.   4.  10.  13.  18.  19.  20.  25.  34.  49.],38.649210910000001,-73.96172344999998,"[25.728535, 25.72784, 25.715714, 25.666073, 24.975044, 24.231188, 23.033966, 16.170296, 9.7882185, 7.9429736]","[ 26.04    25.9106  24.3907  21.7873  15.2546  15.1899  14.0419  12.0206
  10.1772   9.87  ]",2012-08-04 12:00:00
5494,[ 2.  3.  4.  5.  6.  7.  7.],38.620523015000003,-74.000202470000005,"[26.106926, 26.107508, 26.107508, 26.10787, 26.108078, 26.108137, 26.108137]",[ 26.31    26.31    26.2748  26.1241  25.7182  25.3046  25.21  ],2012-08-05 04:00:00
5495,[  2.   7.  15.  16.  22.  23.  24.  30.  37.  51.],38.635022433000003,-73.888281280000001,"[26.070328, 26.06794, 26.041658, 26.041658, 21.46755, 21.46755, 19.650728, 11.487467, 8.6644201, 7.9579601]","[ 26.15    25.4341  22.0011  22.0011  17.5269  17.4618  15.9324  11.2141
  10.1241   9.88  ]",2012-08-05 20:00:00
5497,[  2.  12.  15.  18.  19.  20.  28.  35.  43.  60.],38.620501556999997,-73.750365099999982,"[26.835958, 26.84116, 26.842842, 26.845129, 26.847757, 26.847757, 19.551865, 12.718637, 10.731723, 8.8660984]","[ 25.65    24.9566  22.9235  18.9678  18.5422  17.1711  13.4045  11.1193
   9.9373   9.89  ]",2012-08-06 16:00:00
5498,[  2.   9.  11.  14.  15.  16.  21.  33.  40.  61.],38.637108613999999,-73.85020763,"[26.168814, 26.173342, 26.174072, 26.175907, 26.177431, 26.177431, 25.607416, 12.294821, 9.8118773, 8.5555182]","[ 25.85    25.3367  24.647   22.0646  20.1879  18.9849  15.1513  10.9328
   9.9864   9.81  ]",2012-08-07 00:00:00
5499,[  2.   8.  12.  15.  17.  18.  21.  26.  32.  46.],38.820558394000003,-73.846300110000001,"[26.022648, 26.025131, 26.023626, 26.011292, 25.609947, 24.435211, 21.060627, 14.139307, 10.027467, 8.3219728]","[ 26.23    25.7781  24.3255  21.7915  18.6926  18.5635  14.8997  11.478
  10.5258  10.09  ]",2012-08-10 20:00:00
5500,[  2.   4.   5.   6.   7.   8.   9.  10.  10.  10.],38.804942771,-73.867885849999979,"[25.641314, 25.640905, 25.640421, 25.640421, 25.639725, 25.638744, 25.63736, 25.635349, 25.635349, 25.635349]","[ 26.11    26.11    26.1051  26.1043  26.1028  26.102   26.0916  26.09
  26.09    26.09  ]",2012-08-11 04:00:00
5501,[ 2.  6.  7.  8.  9.  9.  9.  9.  9.  9.],38.742675346999995,-73.761227140000003,"[25.879313, 25.881659, 25.88221, 25.88221, 25.882702, 25.882702, 25.882702, 25.882702, 25.882702, 25.882702]","[ 26.09    26.09    26.1072  26.1311  26.14    26.14    26.14    26.14
  26.14    26.14  ]",2012-08-12 08:00:00
5503,[  2.  12.  15.  17.  21.  33.  35.  38.  42.  54.],38.636451863000005,-73.853910999999982,"[26.317341, 26.082195, 25.905508, 25.827671, 25.63982, 12.430202, 11.39732, 10.68978, 10.135862, 8.7092686]","[ 26.18    25.338   23.5219  21.2435  17.6278  12.064   11.7998  10.1158
   9.67     9.67  ]",2012-08-13 20:00:00
5504,[  2.  12.  16.  23.  25.  26.  28.  37.  45.  55.],38.654421798999998,-73.902247430000003,"[26.319704, 26.319265, 26.0208, 24.77747, 19.094006, 16.762318, 15.288104, 11.02719, 8.8622904, 8.7397537]","[ 26.36    25.4487  24.5373  17.3791  16.0203  15.8878  14.1976  10.5025
   9.79     9.8397]",2012-08-14 00:00:00
5505,[ 2.  3.  4.  5.  6.  7.  7.  7.  7.  7.],38.652057077999999,-73.928185150000004,"[26.075859, 26.076731, 26.076731, 26.077656, 26.079336, 26.080462, 26.080462, 26.080462, 26.080462, 26.080462]","[ 26.49    26.4057  26.3139  26.2364  26.1592  26.15    26.15    26.15
  26.15    26.15  ]",2012-08-14 04:00:00
5507,[  2.  10.  13.  14.  18.  20.  25.  32.  42.  48.],38.741439542999998,-73.973441379999983,"[26.328543, 26.301105, 26.216703, 26.165161, 25.91172, 25.511864, 17.088594, 11.631985, 8.7767191, 8.7627497]","[ 26.12    25.9278  24.9185  23.9733  18.0139  15.739   12.7273  10.8529
  10.1     10.1481]",2012-08-15 16:00:00
5508,[ 2.  5.  7.  8.  9.],38.807419785999997,-73.998452220000004,"[26.280624, 26.281973, 26.282349, 26.282707, 26.283056]",[ 26.24   26.24   26.224  26.2    26.2  ],2012-08-16 08:00:00
5509,[  2.  13.  17.  19.  21.  22.  24.  28.  38.  47.],38.827176129999998,-73.989027070000006,"[26.240307, 26.250761, 26.213448, 25.417011, 24.134335, 21.976076, 17.390018, 13.752684, 9.3013, 8.8431253]","[ 26.14    25.1849  22.2742  19.3483  17.9233  16.0283  14.0575  12.0412
  10.98    11.0255]",2012-08-16 12:00:00
5510,[ 2.  3.  4.  5.  6.  7.  8.  8.],38.786622629,-73.871528159999983,"[26.330635, 26.332439, 26.333364, 26.333948, 26.333948, 26.334494, 26.33502, 26.33502]",[ 26.18    26.1836  26.1881  26.19    26.19    26.1881  26.17    26.17  ],2012-08-17 08:00:00
5511,[  2.  10.  13.  15.  16.  17.  21.  28.  36.  50.],38.787624796999999,-73.832901089999979,"[26.268408, 26.278444, 26.278591, 26.275551, 26.275551, 26.241346, 24.095097, 14.421575, 11.345127, 9.0662889]","[ 26.16    26.0288  23.5196  21.322   19.0096  18.5012  14.2536  11.5476
  10.3996   9.76  ]",2012-08-17 12:00:00
5512,[  2.   9.  10.  11.  14.  16.  17.  18.  19.  21.],38.759637550999997,-73.901084929999982,"[26.072803, 26.076397, 26.076874, 26.077534, 26.078108, 26.072224, 26.016293, 26.016293, 25.77861, 24.215145]","[ 26.334   26.36    26.2821  26.1783  25.4644  24.1404  23.0501  22.2064
  21.168   19.87  ]",2012-08-18 08:00:00
5513,[  2.  11.  13.  15.  23.  24.  25.  29.  32.  47.],38.755142026000001,-73.911682499999998,"[26.065775, 26.076454, 26.078581, 26.07947, 21.413122, 19.439461, 19.439461, 14.316693, 12.978199, 8.8919277]","[ 26.26    26.1345  25.5696  23.9065  13.7551  13.7551  12.5312  11.3074
  10.9936  10.57  ]",2012-08-18 12:00:00
5515,[  2.  12.  14.  16.  17.  19.  21.  23.  29.  45.],38.616431253999998,-74.220984400000006,"[25.386696, 25.396221, 25.397688, 25.399254, 25.399254, 25.389147, 24.505741, 22.332747, 13.317267, 9.0815468]","[ 25.5     24.8492  23.3998  20.7376  18.7706  16.5077  14.4667  13.0764
  11.1093  10.71  ]",2012-08-20 16:00:00
5516,[ 2.  3.  4.  5.  5.],38.563985156999998,-74.335249140000002,"[25.338768, 25.33943, 25.340004, 25.340504, 25.340504]",[ 25.55    25.4982  25.4668  25.4613  25.45  ],2012-08-22 04:00:00
5517,[  2.  15.  18.  19.  20.  21.  22.  26.  30.  44.],38.481471999,-74.277409250000005,"[25.449392, 25.230242, 24.954668, 24.64393, 23.95549, 22.522552, 20.333925, 14.737873, 11.883195, 8.7721777]","[ 25.4     23.9397  20.3555  20.3555  18.5117  17.8775  15.7387  12.4937
  11.2842  10.65  ]",2012-08-22 20:00:00
5519,[  2.  14.  18.  19.  20.  21.  22.  28.  34.  49.],38.565434803000002,-74.302563860000006,"[25.455696, 25.416056, 24.966526, 24.966526, 24.598242, 23.681101, 22.172581, 13.236045, 9.7242022, 9.1651602]","[ 25.4     24.6498  20.8399  18.8688  18.7069  16.6181  16.574   12.2345
  11.146   10.69  ]",2012-08-23 20:00:00
5520,[  2.  11.  15.  17.  24.  25.  26.  28.  40.  45.],38.612379750000002,-74.249026279999981,"[25.581999, 25.583649, 25.568871, 25.554832, 22.601124, 20.56671, 18.542185, 15.288811, 9.3300352, 9.3133888]","[ 25.32    25.0434  24.2274  22.3327  14.1454  13.7581  12.79    12.14
  11.49    11.5315]",2012-08-24 20:00:00
5521,[ 2.  4.  6.  7.  7.  7.  7.  7.  7.  7.],38.610250980000004,-74.223352259999999,"[25.48554, 25.488403, 25.489252, 25.489967, 25.489967, 25.489967, 25.489967, 25.489967, 25.489967, 25.489967]","[ 25.48    25.46    25.46    25.4714  25.4714  25.4714  25.4714  25.4714
  25.4714  25.4714]",2012-08-25 04:00:00
5522,[  2.  16.  17.  18.  19.  23.  24.  27.  30.  53.],38.572654939000003,-74.13662076,"[25.020571, 25.029339, 25.029339, 25.030561, 25.032114, 25.036423, 24.984251, 22.950588, 18.554802, 8.8966761]","[ 25.09    24.7401  24.0548  21.5908  20.8472  15.0735  15.0152  12.2742
  11.239   10.51  ]",2012-08-25 20:00:00
5647,[  2.  16.  17.  19.  22.  23.  26.  31.  42.  55.],38.533412890000001,-74.14713845,"[24.910305, 24.916325, 24.917368, 24.922033, 24.951969, 24.879822, 22.974144, 15.723763, 10.224598, 9.0291796]","[ 25.04    24.7542  24.3541  22.7965  18.0808  15.7801  13.265   11.3645
  10.75    10.75  ]",2012-08-26 12:00:00
5649,[  2.  17.  19.  20.  21.  22.  23.  24.  29.  51.],38.504762708000001,-74.111708099999987,"[25.262203, 25.142534, 24.989988, 24.856756, 24.703957, 24.703957, 24.481272, 24.003038, 19.227453, 9.1067543]","[ 25.24    24.1127  22.9404  20.2801  19.8142  16.6278  16.4474  14.208
  11.2621  10.21  ]",2012-08-28 00:00:00
5650,[  2.  14.  15.  16.  18.  20.  26.  31.  35.  53.],38.48822526,-74.030972910000003,"[25.193777, 25.159346, 25.159346, 25.146322, 25.128963, 25.065228, 21.073942, 15.266805, 12.413613, 9.1956148]","[ 25.14    24.6956  23.7593  21.0931  17.5383  15.618   13.2375  10.1905
   9.3811   9.27  ]",2012-08-28 16:00:00
5651,[  2.   3.   4.   8.   9.  10.  10.  10.  10.  10.],38.559574613000002,-74.131254260000006,"[25.336632, 25.33787, 25.33787, 25.340206, 25.341135, 25.341135, 25.341135, 25.341135, 25.341135, 25.341135]","[ 25.46    25.46    25.4527  25.4527  25.4454  25.43    25.43    25.43
  25.43    25.43  ]",2012-08-29 08:00:00
5652,[  2.  17.  18.  19.  22.  24.  27.  32.  39.  53.],38.547535379999999,-74.112778989999981,"[25.221109, 25.23131, 25.231339, 25.230505, 25.015532, 24.154491, 20.819838, 14.414745, 11.56988, 9.2510366]","[ 25.35    24.0093  22.869   22.869   19.4172  16.3351  13.4381  11.2653
  10.2328   9.94  ]",2012-08-29 12:00:00
5653,[  2.  18.  20.  21.  22.  23.  26.  29.  38.  47.],38.055809472,-74.417859370000002,"[26.528519, 26.076159, 25.414597, 24.505407, 24.505407, 23.235899, 18.849644, 16.519016, 11.728967, 11.107504]","[ 25.89    23.9215  22.0853  20.1756  19.6027  17.4139  14.3583  12.6396
  11.2     11.4791]",2012-09-02 20:00:00
5654,[  2.   3.   4.   5.   6.   7.   9.  10.  11.  12.],38.053268373000002,-74.49228239,"[26.278955, 26.281147, 26.28301, 26.284756, 26.286514, 26.288395, 26.290514, 26.293003, 26.295862, 26.297848]","[ 25.99    25.9709  25.9638  25.953   25.9304  25.878   25.8591  25.7851
  25.76    25.76  ]",2012-09-03 04:00:00
5655,[ 2.  3.  4.  5.  6.  7.  7.],38.029143216999998,-74.508793589999982,"[26.169415, 26.172029, 26.174238, 26.176241, 26.178165, 26.180111, 26.180111]",[ 25.97    25.9629  25.9629  25.9514  25.9168  25.91    25.91  ],2012-09-03 08:00:00
5656,[  2.  14.  15.  16.  21.  22.  23.  28.  31.  45.],38.002648260000001,-74.514518339999981,"[26.233898, 26.262146, 26.251041, 26.180958, 24.891535, 23.786753, 22.428621, 17.044647, 15.083085, 11.557058]","[ 25.9     24.5477  23.4481  23.4481  17.1475  17.088   15.29    12.1991
  11.4412  11.04  ]",2012-09-03 12:00:00
5657,[  2.  17.  23.  24.  25.  27.  28.  29.  34.  51.],37.981505329999997,-74.490791250000001,"[26.198038, 26.201082, 22.668076, 21.181347, 21.181347, 18.238655, 16.964659, 16.964659, 13.335181, 11.537375]","[ 25.9     24.0642  18.3527  16.1235  16.007   13.3844  13.3844  12.4082
  11.4903  11.33  ]",2012-09-03 16:00:00
5658,[  2.   4.   5.   7.   8.   9.  10.  10.  10.  10.],37.993687792999999,-74.529416240000003,"[26.123156, 26.12619, 26.12619, 26.127888, 26.12874, 26.12874, 26.129604, 26.129604, 26.129604, 26.129604]","[ 26.02    26.02    26.0227  26.0372  26.0381  26.0435  26.05    26.05
  26.05    26.05  ]",2012-09-04 08:00:00
5659,[  2.  11.  15.  20.  21.  22.  23.  24.  33.  51.],37.984672316999998,-74.535441250000005,"[25.993557, 25.996841, 25.997356, 25.521736, 24.760176, 23.679165, 22.378942, 22.378942, 14.243977, 11.828578]","[ 26.14    24.9487  23.5915  16.3229  15.7197  13.8347  13.7744  12.945
  11.4672  11.06  ]",2012-09-05 00:00:00
5660,[  2.  10.  17.  20.  21.  22.  24.  26.  39.  52.],38.03274562,-74.443282460000006,"[25.595406, 25.596395, 25.595467, 25.413012, 24.787037, 24.787037, 21.362719, 18.356091, 11.064741, 10.836693]","[ 26.01    25.585   22.1998  17.3119  16.2948  14.2759  12.6668  12.014
  10.9363  10.83  ]",2012-09-06 00:00:00
5661,[  2.   3.   4.   5.   6.   8.   9.  10.  10.  10.],38.019239546999998,-74.481479489999998,"[25.317722, 25.318111, 25.318703, 25.318703, 25.319191, 25.320208, 25.320208, 25.320471, 25.320471, 25.320471]","[ 25.35    25.355   25.3583  25.3583  25.36    25.36    25.355   25.355
  25.355   25.355 ]",2012-09-07 08:00:00
5662,[  2.  15.  21.  22.  24.  26.  29.  32.  36.  53.],37.995776749999997,-74.468340949999998,"[25.295813, 25.294853, 25.095215, 24.342186, 21.365778, 19.750816, 17.145939, 14.403324, 12.826469, 10.922781]","[ 25.35    24.7436  19.8772  19.6953  17.1333  16.0721  12.9794  11.4938
  10.7812  10.19  ]",2012-09-07 12:00:00
5663,[  2.  11.  15.  23.  28.  29.  30.  31.  37.  56.],37.951673077999999,-74.440861010000006,"[25.68582, 25.684772, 25.681339, 25.260611, 21.183216, 19.696108, 18.378782, 18.378782, 14.553877, 11.188272]","[ 25.6     25.4172  24.5187  18.4267  15.5025  13.7054  13.7054  12.5174
  10.964   10.37  ]",2012-09-08 16:00:00
5664,[  2.  11.  15.  19.  26.  30.  31.  32.  42.  55.],37.963068106999998,-74.456418769999999,"[25.536863, 25.533411, 25.523287, 25.497681, 21.13201, 16.862064, 16.862064, 15.853712, 12.15037, 11.194377]","[ 25.56    25.2554  24.4177  20.6559  15.2188  12.645   12.4774  11.7616
  10.7412  10.33  ]",2012-09-08 20:00:00
5665,[  2.  11.  13.  15.  20.  27.  28.  31.  37.  52.],37.940236373000005,-74.517084319999981,"[24.766962, 24.76918, 24.767679, 24.765829, 24.698996, 17.320795, 17.320795, 14.866758, 13.170469, 11.571843]","[ 25.24    25.1203  24.2377  23.0558  17.4309  14.0798  12.7933  11.8508
  10.6839  10.28  ]",2012-09-09 12:00:00
5666,[  2.  15.  17.  18.  19.  21.  22.  26.  28.  45.],37.907260478000005,-74.628425530000001,"[24.590319, 24.602987, 24.60461, 24.606501, 24.60133, 22.956314, 22.956314, 16.38755, 15.622152, 11.800179]","[ 25.08    23.9463  22.4826  20.0144  19.7274  16.47    16.4126  12.6385
  11.9641  10.73  ]",2012-09-10 00:00:00
5667,[  2.   9.  14.  16.  20.  21.  22.  23.  25.  42.],37.883572090999998,-74.692555420000005,"[24.154799, 24.16256, 24.16659, 24.167944, 23.93108, 22.827908, 20.748873, 18.946423, 16.863224, 13.089521]","[ 24.7068  24.76    23.9747  15.9355  20.2612  15.8822  14.9372  13.3267
  14.3649  12.2752]",2012-09-10 12:00:00
5668,[  2.  16.  17.  19.  21.  24.  29.  41.  46.  53.],37.784319591999996,-74.607898180000007,"[24.450771, 24.464079, 24.46244, 24.459784, 24.455301, 24.406664, 19.334448, 13.836176, 12.507632, 11.850988]","[ 23.98    23.1876  22.2341  16.9695  15.1296  13.2763  11.705   11.0201
  11.3827  10.55  ]",2012-09-11 16:00:00
5669,[  2.   6.  14.  15.  17.  18.  19.  25.  29.  48.],37.919257476999995,-74.563353379999981,"[24.530991, 24.534283, 24.524763, 24.513288, 24.485579, 24.479507, 24.479507, 23.614561, 18.54884, 12.560679]","[ 23.72    23.5716  22.4583  21.8645  17.4608  15.8032  15.6671  12.1169
  11.6345  11.35  ]",2012-09-12 16:00:00
5670,[  2.   8.  12.  13.  14.  15.  17.  21.  27.  44.],37.961393622999999,-74.565313090000004,"[24.419647, 24.422359, 24.4233, 24.423559, 24.423559, 24.423796, 24.424223, 24.429808, 19.976421, 12.424096]","[ 24.2693  24.32    22.7236  21.3806  20.8864  18.7452  16.1098  12.7396
  11.84    11.65  ]",2012-09-13 12:00:00
5671,[  2.  14.  15.  16.  18.  19.  23.  25.  29.  50.],37.999324201,-74.507610389999982,"[24.835787, 24.692593, 24.572088, 24.494217, 24.4645, 24.447882, 24.074934, 22.937077, 17.697617, 11.693074]","[ 24.3     23.547   22.9994  21.7126  18.6597  16.5104  13.0742  12.157
  11.5683  10.61  ]",2012-09-13 20:00:00
5672,[  2.   3.  11.  13.  14.  15.  18.  27.  31.  49.],38.056904618000004,-74.422777850000003,"[24.798719, 24.799784, 24.528357, 24.307068, 24.307068, 24.221754, 24.10384, 22.108345, 16.893591, 10.711854]","[ 16.132   24.06    23.7852  23.1394  22.1089  21.7929  18.3442  11.3917
  10.691   10.32  ]",2012-09-14 20:00:00
5673,[  2.  11.  13.  15.  18.  22.  23.  28.  35.  44.],38.070392587000001,-74.372801109999983,"[24.028906, 24.027548, 24.021233, 24.01586, 23.985882, 23.573532, 23.284834, 18.620071, 12.949046, 10.593337]","[ 24.22    24.1099  23.4632  21.5643  17.3125  15.0971  13.8037  11.3682
  10.46    10.5013]",2012-09-15 16:00:00
5674,[  2.  16.  18.  21.  22.  23.  28.  31.  34.  51.],38.009222516999998,-74.40587902999998,"[23.428942, 23.353556, 23.093283, 23.031906, 23.031906, 22.988092, 21.55323, 18.93638, 16.081028, 10.187817]","[ 23.9     22.5585  21.19    17.3011  16.7185  14.9706  12.2606  11.2985
  10.7159  10.35  ]",2012-09-17 20:00:00
5675,[  2.   3.   5.   6.   7.   8.   9.  10.  10.],38.047524999000004,-74.45006481999998,"[23.122061, 23.123463, 23.126886, 23.127985, 23.128267, 23.129099, 23.129099, 23.131781, 23.131781]","[ 23.5073  23.51    23.51    23.482   23.482   23.4813  23.4786  23.4769
  23.47  ]",2012-09-18 04:00:00
5676,[  2.   3.   4.   5.   6.   7.   8.   9.  10.  11.],38.051152207000001,-74.464303900000004,"[22.933535, 22.933977, 22.93433, 22.934635, 22.934916, 22.934916, 22.935188, 22.935457, 22.935736, 22.936026]","[ 23.45    23.4566  23.4599  23.4655  23.4666  23.4666  23.47    23.4721
  23.48    23.48  ]",2012-09-18 08:00:00
5677,[  2.  19.  21.  22.  25.  29.  34.  38.  54.  57.],38.052550306999997,-74.395841860000004,"[22.534258, 22.550276, 22.554531, 22.554531, 22.543669, 20.2929, 14.37951, 11.024542, 10.356102, 10.356102]","[ 22.91    22.0423  20.7732  19.1415  16.6033  15.14    11.527    9.96
  10.0507  10.8147]",2012-09-20 00:00:00
5678,[  2.  15.  21.  22.  26.  27.  29.  32.  35.  53.],38.000978076999999,-74.438492060000002,"[22.646559, 22.604811, 22.443642, 22.433668, 22.346325, 22.100676, 21.391815, 18.276243, 15.145771, 10.479229]","[ 22.72    22.3622  21.1097  20.6624  16.5984  16.3044  14.643   11.5886
  10.4895   9.94  ]",2012-09-20 20:00:00
5679,[  2.  12.  16.  18.  22.  23.  24.  29.  44.  60.],38.010206643000004,-74.359269179999998,"[22.747511, 22.754318, 22.756254, 22.75671, 22.757027, 22.756565, 22.752472, 22.229149, 12.796635, 11.426773]","[ 22.2     22.009   21.1612  19.7165  15.7763  15.2629  14.045   11.9913
  10.6779  10.26  ]",2012-09-23 16:00:00
5680,[  2.  12.  18.  25.  27.  29.  34.  35.  41.  55.],38.011243903,-74.427212789999999,"[22.757948, 22.76189, 22.76354, 22.690897, 22.567629, 22.073954, 18.591446, 18.591446, 12.188227, 11.574573]","[ 22.47    22.3787  21.1236  16.069   15.0421  14.0494  13.0225  12.3037
  11.505   11.06  ]",2012-09-24 00:00:00
5681,[  2.  14.  19.  22.  26.  29.  34.  35.  43.  54.],37.995562618999998,-74.459238599999978,"[22.479807, 22.486622, 22.469662, 22.433344, 22.176964, 21.385363, 17.274284, 16.06514, 11.6886, 11.550358]","[ 22.12    21.9421  21.3305  20.0183  16.4043  14.6585  13.3463  12.6902
  11.3892  11.    ]",2012-09-24 20:00:00
